tracker;day;work_start_date;work_start_hour;work_finish_date;work_finish_hour
Forklift 185 T3;20 June Tuesday;20.06.2023;00:04;20.06.2023;23:58
Forklift 185 T3;21 June Wednesday;21.06.2023;00:00;21.06.2023;23:59
Forklift 185 T3;22 June Thursday;22.06.2023;00:00;22.06.2023;23:59
Forklift 185 T3;23 June Friday;23.06.2023;00:00;23.06.2023;23:57
Forklift 185 T3;24 June Saturday;24.06.2023;00:04;24.06.2023;23:58
Forklift 185 T3;25 June Sunday;25.06.2023;00:00;25.06.2023;23:56
Forklift 185 T3;26 June Monday;26.06.2023;00:00;26.06.2023;23:38
Forklift 185 T3;27 June Tuesday;27.06.2023;00:05;27.06.2023;00:20
Forklift 185 T3;30 June Friday;30.06.2023;23:53;30.06.2023;23:55
Forklift 186 T1;1 June Thursday;01.06.2023;00:00;01.06.2023;23:58
Forklift 186 T1;2 June Friday;02.06.2023;00:00;02.06.2023;23:59
Forklift 186 T1;3 June Saturday;03.06.2023;00:00;03.06.2023;23:59
Forklift 186 T1;4 June Sunday;04.06.2023;00:00;04.06.2023;23:54
Forklift 186 T1;5 June Monday;05.06.2023;00:16;05.06.2023;23:54
Forklift 186 T1;6 June Tuesday;06.06.2023;00:04;06.06.2023;23:58
Forklift 186 T1;7 June Wednesday;07.06.2023;00:05;07.06.2023;23:59
Forklift 186 T1;8 June Thursday;08.06.2023;00:00;08.06.2023;23:59
Forklift 186 T1;9 June Friday;09.06.2023;00:00;09.06.2023;23:59
Forklift 186 T1;10 June Saturday;10.06.2023;00:00;10.06.2023;23:56
Forklift 186 T1;11 June Sunday;11.06.2023;00:01;11.06.2023;23:59
Forklift 186 T1;12 June Monday;12.06.2023;00:00;12.06.2023;23:59
Forklift 186 T1;13 June Tuesday;13.06.2023;00:00;13.06.2023;23:59
Forklift 186 T1;14 June Wednesday;14.06.2023;00:00;14.06.2023;23:59
Forklift 186 T1;15 June Thursday;15.06.2023;00:00;15.06.2023;23:59
Forklift 186 T1;16 June Friday;16.06.2023;00:00;16.06.2023;23:59
Forklift 186 T1;17 June Saturday;17.06.2023;00:00;17.06.2023;23:59
Forklift 186 T1;18 June Sunday;18.06.2023;00:02;18.06.2023;23:59
Forklift 186 T1;19 June Monday;19.06.2023;00:00;19.06.2023;23:59
Forklift 186 T1;20 June Tuesday;20.06.2023;00:00;20.06.2023;23:59
Forklift 186 T1;21 June Wednesday;21.06.2023;00:00;21.06.2023;23:59
Forklift 186 T1;22 June Thursday;22.06.2023;00:00;22.06.2023;23:59
Forklift 186 T1;23 June Friday;23.06.2023;00:00;23.06.2023;09:06
Forklift 186 T1;26 June Monday;26.06.2023;12:16;26.06.2023;23:58
Forklift 186 T1;27 June Tuesday;27.06.2023;00:01;27.06.2023;00:17
Forklift 186 T1;30 June Friday;30.06.2023;00:23;30.06.2023;23:59
;2 July Sunday;02.07.2023;16:17;02.07.2023;16:17
Forklift 28 T2;3 July Monday;03.07.2023;08:00;03.07.2023;20:13
Forklift 28 T2;4 July Tuesday;04.07.2023;00:13;04.07.2023;23:58
Forklift 28 T2;5 July Wednesday;05.07.2023;00:01;05.07.2023;23:59
Forklift 28 T2;6 July Thursday;06.07.2023;00:01;06.07.2023;23:59
Forklift 28 T2;7 July Friday;07.07.2023;00:00;07.07.2023;23:59
Forklift 28 T2;8 July Saturday;08.07.2023;00:00;08.07.2023;23:56
Forklift 28 T2;9 July Sunday;09.07.2023;00:13;09.07.2023;23:54
Forklift 28 T2;10 July Monday;10.07.2023;00:01;10.07.2023;23:59
Forklift 28 T2;11 July Tuesday;11.07.2023;00:00;11.07.2023;23:59
Forklift 28 T2;12 July Wednesday;12.07.2023;00:00;12.07.2023;23:59
Forklift 28 T2;13 July Thursday;13.07.2023;00:00;13.07.2023;23:59
Forklift 28 T2;14 July Friday;14.07.2023;00:11;14.07.2023;23:59
Forklift 28 T2;15 July Saturday;15.07.2023;00:00;15.07.2023;23:59
Forklift 28 T2;16 July Sunday;16.07.2023;00:00;16.07.2023;08:11
Forklift 28 T2;17 July Monday;17.07.2023;17:09;17.07.2023;23:49
Forklift 28 T2;18 July Tuesday;18.07.2023;00:09;18.07.2023;23:59
Forklift 28 T2;19 July Wednesday;19.07.2023;00:00;19.07.2023;23:46
Forklift 28 T2;20 July Thursday;20.07.2023;00:15;20.07.2023;23:58
Forklift 28 T2;21 July Friday;21.07.2023;00:00;21.07.2023;23:56
Forklift 28 T2;22 July Saturday;22.07.2023;00:01;22.07.2023;23:38
Forklift 28 T2;23 July Sunday;23.07.2023;00:04;23.07.2023;23:44
Forklift 28 T2;24 July Monday;24.07.2023;00:04;24.07.2023;23:52
Forklift 28 T2;25 July Tuesday;25.07.2023;00:03;25.07.2023;23:44
Forklift 28 T2;26 July Wednesday;26.07.2023;00:08;26.07.2023;23:59
Forklift 28 T2;27 July Thursday;27.07.2023;00:00;27.07.2023;23:59
Forklift 28 T2;28 July Friday;28.07.2023;00:00;28.07.2023;23:52
Forklift 28 T2;29 July Saturday;29.07.2023;00:21;29.07.2023;21:04
Forklift 28 T2;1 July Saturday;01.07.2023;00:01;01.07.2023;23:59
Forklift 98 T5;2 July Sunday;02.07.2023;00:00;02.07.2023;23:59
Forklift 98 T5;3 July Monday;03.07.2023;00:00;03.07.2023;23:59
Forklift 98 T5;4 July Tuesday;04.07.2023;00:00;04.07.2023;23:59
Forklift 98 T5;5 July Wednesday;05.07.2023;00:00;05.07.2023;23:59
Forklift 98 T5;6 July Thursday;06.07.2023;00:00;06.07.2023;23:59
Forklift 98 T5;7 July Friday;07.07.2023;00:00;07.07.2023;23:59
Forklift 98 T5;8 July Saturday;08.07.2023;00:00;08.07.2023;23:59
Forklift 98 T5;9 July Sunday;09.07.2023;00:00;09.07.2023;23:59
Forklift 98 T5;10 July Monday;10.07.2023;00:00;10.07.2023;23:56
Forklift 98 T5;11 July Tuesday;11.07.2023;00:06;11.07.2023;23:57
Forklift 98 T5;12 July Wednesday;12.07.2023;00:02;12.07.2023;23:59
Forklift 98 T5;13 July Thursday;13.07.2023;00:00;13.07.2023;23:56
Forklift 98 T5;14 July Friday;14.07.2023;00:00;14.07.2023;23:56
Forklift 98 T5;15 July Saturday;15.07.2023;00:00;15.07.2023;23:59
Forklift 98 T5;16 July Sunday;16.07.2023;00:00;16.07.2023;23:58
Forklift 98 T5;17 July Monday;17.07.2023;00:00;17.07.2023;23:56
Forklift 98 T5;18 July Tuesday;18.07.2023;00:00;18.07.2023;23:59
Forklift 98 T5;19 July Wednesday;19.07.2023;00:00;19.07.2023;23:58
Forklift 98 T5;20 July Thursday;20.07.2023;00:00;20.07.2023;23:57
Forklift 98 T5;21 July Friday;21.07.2023;00:04;21.07.2023;23:47
Forklift 98 T5;22 July Saturday;22.07.2023;00:03;22.07.2023;23:58
Forklift 98 T5;23 July Sunday;23.07.2023;00:00;23.07.2023;23:58
Forklift 98 T5;24 July Monday;24.07.2023;00:01;24.07.2023;23:59
Forklift 98 T5;25 July Tuesday;25.07.2023;00:00;25.07.2023;23:59
Forklift 98 T5;26 July Wednesday;26.07.2023;00:05;26.07.2023;23:59
Forklift 98 T5;27 July Thursday;27.07.2023;00:01;27.07.2023;23:59
Forklift 98 T5;28 July Friday;28.07.2023;00:00;28.07.2023;23:59
Forklift 98 T5;29 July Saturday;29.07.2023;00:00;29.07.2023;23:59
Forklift 98 T5;30 July Sunday;30.07.2023;00:00;30.07.2023;23:59
Forklift 98 T5;31 July Monday;31.07.2023;00:00;31.07.2023;23:59
Forklift 98 T5;1 July Saturday;01.07.2023;00:00;01.07.2023;23:58
Forklift 125 T4;2 July Sunday;02.07.2023;00:00;02.07.2023;23:59
Forklift 125 T4;3 July Monday;03.07.2023;00:01;03.07.2023;23:59
Forklift 125 T4;4 July Tuesday;04.07.2023;00:00;04.07.2023;23:59
Forklift 125 T4;5 July Wednesday;05.07.2023;00:00;05.07.2023;23:57
Forklift 125 T4;6 July Thursday;06.07.2023;00:00;06.07.2023;23:59
Forklift 125 T4;7 July Friday;07.07.2023;00:00;07.07.2023;23:59
Forklift 125 T4;8 July Saturday;08.07.2023;00:00;08.07.2023;23:57
Forklift 125 T4;9 July Sunday;09.07.2023;00:00;09.07.2023;23:59
Forklift 125 T4;10 July Monday;10.07.2023;00:01;10.07.2023;23:59
Forklift 125 T4;11 July Tuesday;11.07.2023;00:00;11.07.2023;23:59
Forklift 125 T4;12 July Wednesday;12.07.2023;00:00;12.07.2023;23:59
Forklift 125 T4;13 July Thursday;13.07.2023;00:00;13.07.2023;23:59
Forklift 125 T4;14 July Friday;14.07.2023;00:03;14.07.2023;23:58
Forklift 125 T4;15 July Saturday;15.07.2023;00:00;15.07.2023;23:59
Forklift 125 T4;16 July Sunday;16.07.2023;00:00;16.07.2023;23:27
Forklift 125 T4;17 July Monday;17.07.2023;00:15;17.07.2023;23:59
Forklift 125 T4;18 July Tuesday;18.07.2023;00:00;18.07.2023;23:59
Forklift 125 T4;19 July Wednesday;19.07.2023;00:00;19.07.2023;23:59
Forklift 125 T4;20 July Thursday;20.07.2023;00:00;20.07.2023;23:58
Forklift 125 T4;21 July Friday;21.07.2023;00:06;21.07.2023;23:56
Forklift 125 T4;22 July Saturday;22.07.2023;00:01;22.07.2023;23:59
Forklift 125 T4;23 July Sunday;23.07.2023;00:00;23.07.2023;23:48
Forklift 125 T4;24 July Monday;24.07.2023;00:04;24.07.2023;23:59
Forklift 125 T4;25 July Tuesday;25.07.2023;00:03;25.07.2023;23:48
Forklift 125 T4;26 July Wednesday;26.07.2023;00:13;26.07.2023;23:48
Forklift 125 T4;27 July Thursday;27.07.2023;00:17;27.07.2023;23:54
Forklift 125 T4;28 July Friday;28.07.2023;00:20;28.07.2023;23:59
Forklift 125 T4;29 July Saturday;29.07.2023;00:00;29.07.2023;23:46
Forklift 125 T4;30 July Sunday;30.07.2023;00:21;30.07.2023;23:54
Forklift 125 T4;31 July Monday;31.07.2023;00:17;31.07.2023;23:53
Forklift 125 T4;1 July Saturday;01.07.2023;00:00;01.07.2023;23:57
Forklift 185 T3;2 July Sunday;02.07.2023;00:04;02.07.2023;23:59
Forklift 185 T3;3 July Monday;03.07.2023;00:01;03.07.2023;23:57
Forklift 185 T3;4 July Tuesday;04.07.2023;00:01;04.07.2023;23:58
Forklift 185 T3;5 July Wednesday;05.07.2023;00:00;05.07.2023;23:57
Forklift 185 T3;6 July Thursday;06.07.2023;00:17;06.07.2023;23:50
Forklift 185 T3;7 July Friday;07.07.2023;00:14;07.07.2023;23:51
Forklift 185 T3;8 July Saturday;08.07.2023;00:09;08.07.2023;23:53
Forklift 185 T3;9 July Sunday;09.07.2023;00:26;09.07.2023;23:59
Forklift 185 T3;10 July Monday;10.07.2023;00:01;10.07.2023;23:45
Forklift 185 T3;11 July Tuesday;11.07.2023;00:10;11.07.2023;23:51
Forklift 185 T3;12 July Wednesday;12.07.2023;00:04;12.07.2023;23:57
Forklift 185 T3;13 July Thursday;13.07.2023;00:00;13.07.2023;23:58
Forklift 185 T3;14 July Friday;14.07.2023;00:00;14.07.2023;23:58
Forklift 185 T3;15 July Saturday;15.07.2023;00:00;15.07.2023;23:59
Forklift 185 T3;16 July Sunday;16.07.2023;00:00;16.07.2023;23:59
Forklift 185 T3;17 July Monday;17.07.2023;00:00;17.07.2023;23:50
Forklift 185 T3;18 July Tuesday;18.07.2023;00:11;18.07.2023;23:59
Forklift 185 T3;19 July Wednesday;19.07.2023;00:00;19.07.2023;23:44
Forklift 185 T3;20 July Thursday;20.07.2023;00:05;20.07.2023;23:58
Forklift 185 T3;21 July Friday;21.07.2023;00:00;21.07.2023;23:59
Forklift 185 T3;22 July Saturday;22.07.2023;00:00;22.07.2023;23:59
Forklift 185 T3;23 July Sunday;23.07.2023;00:11;23.07.2023;23:45
Forklift 185 T3;24 July Monday;24.07.2023;00:21;24.07.2023;23:50
Forklift 185 T3;25 July Tuesday;25.07.2023;00:21;25.07.2023;23:59
Forklift 185 T3;26 July Wednesday;26.07.2023;00:09;26.07.2023;23:53
Forklift 185 T3;27 July Thursday;27.07.2023;00:13;27.07.2023;23:50
Forklift 185 T3;28 July Friday;28.07.2023;00:28;28.07.2023;23:59
Forklift 185 T3;29 July Saturday;29.07.2023;00:21;29.07.2023;23:59
Forklift 185 T3;30 July Sunday;30.07.2023;00:02;30.07.2023;23:58
Forklift 185 T3;31 July Monday;31.07.2023;00:00;31.07.2023;23:59
Forklift 185 T3;1 July Saturday;01.07.2023;00:00;01.07.2023;23:59
Forklift 186 T1;2 July Sunday;02.07.2023;00:00;02.07.2023;23:59
Forklift 186 T1;3 July Monday;03.07.2023;00:00;03.07.2023;23:59
Forklift 186 T1;4 July Tuesday;04.07.2023;00:00;04.07.2023;23:59
Forklift 186 T1;5 July Wednesday;05.07.2023;00:00;05.07.2023;23:59
Forklift 186 T1;6 July Thursday;06.07.2023;00:00;06.07.2023;23:59
Forklift 186 T1;7 July Friday;07.07.2023;00:00;07.07.2023;23:59
Forklift 186 T1;8 July Saturday;08.07.2023;00:00;08.07.2023;23:59
Forklift 186 T1;9 July Sunday;09.07.2023;00:00;09.07.2023;23:57
Forklift 186 T1;10 July Monday;10.07.2023;00:01;10.07.2023;23:59
Forklift 186 T1;11 July Tuesday;11.07.2023;00:00;11.07.2023;23:54
Forklift 186 T1;12 July Wednesday;12.07.2023;00:04;12.07.2023;23:59
Forklift 186 T1;13 July Thursday;13.07.2023;00:00;13.07.2023;23:59
Forklift 186 T1;14 July Friday;14.07.2023;00:00;14.07.2023;23:59
Forklift 186 T1;15 July Saturday;15.07.2023;00:00;15.07.2023;23:59
Forklift 186 T1;16 July Sunday;16.07.2023;00:00;16.07.2023;23:59
Forklift 186 T1;17 July Monday;17.07.2023;00:00;17.07.2023;23:59
Forklift 186 T1;18 July Tuesday;18.07.2023;00:00;18.07.2023;23:59
Forklift 186 T1;19 July Wednesday;19.07.2023;00:00;19.07.2023;23:59
Forklift 186 T1;20 July Thursday;20.07.2023;00:00;20.07.2023;23:59
Forklift 186 T1;21 July Friday;21.07.2023;00:00;21.07.2023;23:59
Forklift 186 T1;22 July Saturday;22.07.2023;00:00;22.07.2023;23:59
Forklift 186 T1;23 July Sunday;23.07.2023;00:00;23.07.2023;23:59
Forklift 186 T1;24 July Monday;24.07.2023;00:00;24.07.2023;23:59
Forklift 186 T1;25 July Tuesday;25.07.2023;00:00;25.07.2023;23:59
Forklift 186 T1;26 July Wednesday;26.07.2023;00:00;26.07.2023;23:59
Forklift 186 T1;27 July Thursday;27.07.2023;00:00;27.07.2023;23:59
Forklift 186 T1;28 July Friday;28.07.2023;00:00;28.07.2023;23:59
Forklift 186 T1;29 July Saturday;29.07.2023;00:00;29.07.2023;23:59
Forklift 186 T1;30 July Sunday;30.07.2023;00:00;30.07.2023;23:56
Forklift 186 T1;31 July Monday;31.07.2023;00:12;31.07.2023;23:59
